qnm,output_norm
0.01123,302.742164
0.01124,378.6375672
0.01125,360.9506855
0.01126,352.8845699
0.01127,356.8523656
0.01128,327.3771909
0.01129,341.989664
0.0113,376.2422581
0.01131,301.9649462
0.01132,354.5568817
0.01133,353.1080914
0.01134,366.6994892
0.01135,342.506129
0.01136,322.9759543
0.01137,391.3001075
0.01138,314.4116263
0.01139,373.1983468
0.0114,367.219086
0.01141,353.9015457
0.01142,331.2556183
0.01143,376.2950403
0.01144,369.2939651
0.01145,356.3644355
0.01146,367.1210753
0.01147,350.3193414
0.01148,331.0895699
0.01149,320.2087366
0.0115,358.577957
0.01151,337.3357258
0.01152,392.3079839
0.01153,330.2137366
0.01154,337.2059543
0.01155,334.4962903
0.01156,290.988871
0.01157,374.8079839
0.01158,369.3548387
0.01159,322.1501613
0.0116,315.1596237
0.01161,327.2652419
0.01162,348.5318414
0.01163,333.8212097
0.01164,338.1244892
0.01165,274.6943817
0.01166,307.4485484
0.01167,317.5006317
0.01168,324.8286022
0.01169,334.0437366
0.0117,322.4764651
0.01171,335.5633065
0.01172,342.0772849
0.01173,301.7430914
0.01174,346.1981586
0.01175,328.9833871
0.01176,335.8416935
0.01177,317.7583602
0.01178,312.9735753
0.01179,395.1612903
0.0118,316.8091935
0.01181,366.1814785
0.01182,309.0296237
0.01183,336.3694892
0.01184,296.2365726
0.01185,307.2800403
0.01186,284.1301882
0.01187,359.1338306
0.01188,311.6874059
0.01189,354.4118817
0.0119,334.4999059
0.01191,290.7690726
0.01192,326.2619086
0.01193,344.6388306
0.01194,299.338293
0.01195,313.6838441
0.01196,351.2488172
0.01197,328.678414
0.01198,327.7404032
0.01199,366.3302016
0.012,306.8859812
0.01201,301.5363844
0.01202,307.5660215
0.01203,322.0556183
0.01204,292.2427016
0.01205,322.7953495
0.01206,317.0351075
0.01207,330.5639785
0.01208,326.9478629
0.01209,320.1602554
0.0121,363.4481317
0.01211,298.5880645
0.01212,325.1710753
0.01213,335.296129
0.01214,320.6978763
0.01215,248.7420833
0.01216,312.2887769
0.01217,335.4614785
0.01218,320.9859543
0.01219,310.9288441
0.0122,352.5772446
0.01221,325.6823925
0.01222,320.5955376
0.01223,319.9791935
0.01224,340.2537366
0.01225,335.1430242
0.01226,328.0426613
0.01227,300.4584274
0.01228,287.8945565
0.01229,338.3199328
